battery_id,car_model,battery_type,charging_speed,climate,depth_of_discharge,cycle_index,calendar_age_months,mileage_km,soh_percentage,capacity_Ah,voltage_V,temperature_C,internal_resistance_ohm,energy_throughput_kwh,total_lifespan_cycles,remaining_useful_cycles,remaining_useful_life_km,remaining_useful_life_months,eol_reached
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),1500,33.3,436979.2,94.26508664981884,75.39,352.0,9.319879129442263,0.0697630002392451,39804.59,2833,1333,442224.9,29.6,1
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),1550,34.4,647402.8,94.21627071611842,75.22,352.83,7.629480608216471,0.0702284782196061,41136.11,2833,1283,430876.8,28.5,0
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),1600,35.6,561836.5,94.01894301970819,75.05,352.64,10.261472132484377,0.06966930124048445,42344.35,2833,1233,465351.2,27.4,0
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),1650,36.7,626275.5,93.60697970138989,74.88,350.58,10.188690958582253,0.06985324445162147,43313.57,2833,1183,465309.6,26.3,0
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),1700,37.8,570622.1,93.39611507947633,74.71,349.49,8.500442212687622,0.07440380694276044,44385.11,2833,1133,399365.7,25.2,0
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),1750,38.9,541222.5,93.27826912688234,74.53,351.64,9.958523891394215,0.07403876645379624,45864.72,2833,1083,385334.3,24.1,0
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),1800,40.0,751506.4,92.8649269974541,74.36,349.67,9.705892096635331,0.07193194863155868,46802.61,2833,1033,363955.9,23.0,0
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),1850,41.1,662598.0,92.76350668359991,74.18,352.57,8.22525538774893,0.07611360471191478,48387.29,2833,983,396708.4,21.8,0
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),1900,42.2,757211.9,92.50739821270632,74.01,349.52,7.334730348946983,0.07618142362598422,49149.42,2833,933,373093.1,20.7,1
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),1950,43.3,801428.4,92.32157898145681,73.83,351.78,8.331672033583802,0.07760306246491319,50648.01,2833,883,344323.8,19.6,1
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),2000,44.4,823237.4,91.98616358824268,73.66,350.38,9.536931194345309,0.07585493609034502,51615.06,2833,833,346788.7,18.5,1
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),2050,45.6,702697.7,91.69009044503018,73.48,349.1,7.55154571295832,0.0766347387105597,52584.96,2833,783,328252.4,17.4,1
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),2100,46.7,640573.9,91.41145908550313,73.3,347.77,7.5259692498358834,0.07762636564569055,53532.08,2833,733,242847.0,16.3,1
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),2150,47.8,765304.6,91.28759181538965,73.12,350.4,10.028926076466577,0.07702588017679084,55086.14,2833,683,239892.8,15.2,0
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),2200,48.9,917499.0,91.12385753609139,72.94,348.34,9.38544670506167,0.0792986354692177,55897.23,2833,633,220375.1,14.1,0
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),2250,50.0,833207.6,90.92050509881508,72.76,348.9,10.508234227568737,0.07955630624638885,57116.39,2833,583,217837.6,13.0,1
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),2300,51.1,828185.4,90.91488431561524,72.58,347.9,10.451803543492225,0.08032916480588102,58072.88,2833,533,206589.5,11.8,0
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),2350,52.2,749975.4,90.60126228255541,72.39,350.77,6.899933592243979,0.08053808092995512,59674.95,2833,483,194981.9,10.7,0
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),2400,53.3,857729.0,90.16321419952145,72.21,350.42,10.274612497707654,0.08095496028477094,60729.53,2833,433,155932.4,9.6,1
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),2450,54.4,751482.5,90.06497926582213,72.03,346.73,11.511404224363842,0.08098801703107605,61184.4,2833,383,121635.6,8.5,1
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),2500,55.6,995474.6,89.75904816883417,71.84,347.73,8.748746024112284,0.08223458104011488,62452.98,2833,333,136597.4,7.4,1
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),2550,56.7,842036.9,89.54139316513333,71.65,346.89,7.479827754193256,0.08438269988665174,63383.58,2833,283,89310.0,6.3,1
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),2600,57.8,777730.2,89.3586436513374,71.47,347.16,8.081314236264108,0.08606458908204463,64507.87,2833,233,88364.7,5.2,1
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),2650,58.9,837052.8,89.16228825022056,71.28,346.87,9.360525106249188,0.08508555735459025,65520.98,2833,183,66907.0,4.1,1
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),2700,60.0,829435.6,88.83587079604611,71.09,345.51,7.974862629299362,0.08667627676060038,66321.3,2833,133,38560.9,3.0,0
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),2750,61.1,780632.5,88.73702283852029,70.9,345.51,8.799490240351266,0.08865939178681516,67368.81,2833,83,29966.4,1.8,1
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),2800,62.2,844776.3,88.27512168604724,70.71,347.8,8.019623379572668,0.08616508391065068,68864.86,2833,33,13776.1,0.7,1
BAT-0001,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),2833,63.0,808642.6,88.2406377059455,70.59,348.43,10.546977036518243,0.08633502517578745,69678.44,2833,0,0.0,0.0,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),0,0.0,0.0,100.26132444915064,80.0,356.23,28.367752042503167,0.05428289699754509,0.0,4109,4109,1387155.4,91.3,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),50,1.1,20786.8,99.92244169091036,79.92,354.87,26.708736136869902,0.0508085087193831,1418.03,4109,4059,1542595.8,90.2,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),100,2.2,38416.6,99.9341805364619,79.84,355.83,24.570049860852194,0.052715163058037896,2840.79,4109,4009,1263318.0,89.1,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),150,3.3,56458.5,99.69920687609934,79.75,354.48,24.455777532201097,0.053234511623391566,4240.51,4109,3959,1140774.4,88.0,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),200,4.4,58628.5,99.63842583422331,79.67,355.84,27.048184179671498,0.052293705549846324,5669.75,4109,3909,1194595.2,86.9,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),250,5.6,92998.9,99.47428764403945,79.58,356.54,27.798140129466418,0.05416889553288062,7093.54,4109,3859,1315896.6,85.8,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),300,6.7,90663.2,99.35285709755506,79.5,354.09,26.19659918023507,0.05518541128534949,8444.72,4109,3809,1130599.0,84.6,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),350,7.8,113259.3,99.18158452931893,79.41,354.18,25.27125087043033,0.05264762308653455,9843.97,4109,3759,1567997.2,83.5,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),400,8.9,157187.1,99.19328806364213,79.32,353.79,25.2299829691511,0.05675942340322575,11225.69,4109,3709,1218342.0,82.4,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),450,10.0,185796.2,98.9643358595743,79.24,356.24,25.07346862428867,0.05327047761175579,12702.03,4109,3659,1478730.9,81.3,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),500,11.1,175072.8,98.99695748332888,79.15,353.61,24.513042244102476,0.05745283286407962,13993.68,4109,3609,1283045.8,80.2,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),550,12.2,226707.4,98.92917923436782,79.06,355.92,26.31495993920345,0.05786410485730689,15476.29,4109,3559,1428610.5,79.1,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),600,13.3,216162.8,98.74687284400346,78.97,356.57,26.523921864217566,0.057045947372551975,16894.85,4109,3509,1045647.1,78.0,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),650,14.4,256658.8,98.57120354575301,78.88,356.56,27.089380399174402,0.05703947441309175,18281.16,4109,3459,1284008.0,76.9,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),700,15.6,232971.4,98.52566867029203,78.79,354.28,25.40623103883315,0.055572482652930605,19538.99,4109,3409,973115.5,75.8,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),750,16.7,250466.6,98.33894767214896,78.69,354.44,26.863046122076067,0.0583873233044115,20919.55,4109,3359,1261055.6,74.6,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),800,17.8,301603.7,98.34411549060745,78.6,354.05,25.563977001779556,0.058082531032246705,22263.01,4109,3309,1087890.4,73.5,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),850,18.9,353142.1,97.95576162501524,78.51,353.07,27.8099775035642,0.057793921638283896,23561.0,4109,3259,1162537.7,72.4,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),900,20.0,344187.6,97.9862380961448,78.41,355.09,25.851950761810237,0.05866417151941993,25059.85,4109,3209,955885.9,71.3,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),950,21.1,340728.3,97.69972548412768,78.32,355.04,24.644994587692764,0.059965401305754236,26416.64,4109,3159,990041.8,70.2,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1000,22.2,332882.0,97.62959775975492,78.22,355.58,27.07304007457062,0.05782151338252676,27815.52,4109,3109,1103091.4,69.1,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1050,23.3,308697.8,97.79720373820408,78.13,354.09,25.532007180786017,0.05850785390805188,29047.59,4109,3059,879425.6,68.0,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1100,24.4,455347.3,97.63005508270982,78.03,355.82,28.17404805658049,0.05925575067177781,30541.9,4109,3009,1127616.1,66.9,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1150,25.6,336764.4,97.34762071167255,77.93,354.31,26.41851000884669,0.058841912817152876,31754.61,4109,2959,1078087.2,65.8,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1200,26.7,467257.7,97.14884903597522,77.84,353.09,26.296844092044168,0.06317809305271828,32979.65,4109,2909,860729.6,64.6,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1250,27.8,359777.5,96.87177014241301,77.74,356.03,27.647427064759377,0.0637392607653647,34596.6,4109,2859,1095525.9,63.5,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1300,28.9,489221.5,96.99532467154278,77.64,354.86,26.344866697298556,0.06340679051124604,35816.03,4109,2809,1115664.4,62.4,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1350,30.0,420066.9,97.16349232673664,77.54,355.29,26.291490367476257,0.061243656060991435,37190.67,4109,2759,925730.6,61.3,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1400,31.1,437712.7,96.84374910194492,77.44,352.42,27.694484338705138,0.06217109448105631,38207.02,4109,2709,978985.9,60.2,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1450,32.2,590261.8,96.6137073571193,77.34,355.26,27.40331542172326,0.06096368139382926,39837.48,4109,2659,964856.5,59.1,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1500,33.3,499377.4,96.58678679555258,77.23,354.47,25.379148930323986,0.06295252513849847,41065.17,4109,2609,988059.1,58.0,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1550,34.4,489049.0,96.2529685077202,77.13,352.85,25.280983759126453,0.06300877408675384,42184.55,4109,2559,861687.7,56.9,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1600,35.6,632305.0,96.25008944457456,77.03,354.39,26.259206594932905,0.06466831955397923,43676.71,4109,2509,963931.8,55.8,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1650,36.7,572352.1,96.16000737528066,76.92,352.27,26.25040847905312,0.06386475039727861,44711.96,4109,2459,717056.2,54.6,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1700,37.8,708740.4,96.01133832506434,76.82,352.96,26.051763641508117,0.06593118082712153,46094.37,4109,2409,862038.3,53.5,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1750,38.9,715183.4,95.96955463075281,76.71,351.29,25.31782256774967,0.06637303594367969,47159.89,4109,2359,744072.5,52.4,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1800,40.0,558635.9,95.79467110706646,76.61,351.31,26.827335262047292,0.063584352384257,48443.38,4109,2309,741718.1,51.3,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1850,41.1,708909.1,95.69723320436549,76.5,353.69,28.04668611183191,0.06508570248538112,50056.5,4109,2259,921978.3,50.2,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1900,42.2,560397.1,95.42075015325337,76.39,351.03,28.25806170457694,0.06579647513909734,50950.73,4109,2209,722326.2,49.1,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),1950,43.3,608624.8,95.45031970206254,76.29,353.27,24.2327192153027,0.06579714828412986,52552.14,4109,2159,684902.4,48.0,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2000,44.4,569048.5,95.38387009891993,76.18,351.62,25.51236182098031,0.06685232837215452,53570.69,4109,2109,673123.0,46.9,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2050,45.6,612224.1,94.99240352888779,76.07,352.88,26.171254522418657,0.0661570347267908,55028.15,4109,2059,598485.5,45.8,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2100,46.7,858237.9,94.86069833910705,75.96,352.03,27.04560432140263,0.06769921457693233,56152.73,4109,2009,585793.8,44.6,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2150,47.8,725787.8,94.9443791186318,75.85,352.45,27.583987064337023,0.06596870367958592,57476.24,4109,1959,761785.2,43.5,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2200,48.9,846870.1,94.65075090747177,75.74,354.08,25.678913236253916,0.06824211935335966,58997.44,4109,1909,639550.4,42.4,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2250,50.0,641598.9,94.6712236064259,75.63,352.3,27.16732379720394,0.06706449666927958,59947.16,4109,1859,555356.4,41.3,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2300,51.1,816059.5,94.34548116764793,75.51,350.22,23.677357150923886,0.0703984121204023,60825.96,4109,1809,696442.4,40.2,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2350,52.2,907079.7,94.39637672923085,75.4,352.14,27.580170935213236,0.07135584224937395,62396.81,4109,1759,585569.5,39.1,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2400,53.3,764309.9,94.12322739584114,75.29,350.51,25.718316808381765,0.06922201995449871,63333.4,4109,1709,528101.3,38.0,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2450,54.4,778154.7,93.99597766775662,75.17,352.6,26.98924731992883,0.06850834756798903,64940.62,4109,1659,469672.6,36.9,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2500,55.6,807722.0,93.9774097127374,75.06,351.36,25.50829886237322,0.07242226221021662,65932.72,4109,1609,634419.1,35.8,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2550,56.7,924614.3,93.64360610273373,74.94,349.7,27.333801299378216,0.0734276825766208,66829.77,4109,1559,541294.8,34.6,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2600,57.8,1021036.3,93.44532367064306,74.83,352.37,26.391433171794475,0.07276344704997208,68554.26,4109,1509,613319.7,33.5,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2650,58.9,978195.0,93.34487470448211,74.71,353.03,26.279586476135094,0.07278240902282242,69896.04,4109,1459,521846.6,32.4,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2700,60.0,926444.1,93.28550452940787,74.6,351.9,24.349440613100963,0.0727963332663457,70875.2,4109,1409,574119.6,31.3,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2750,61.1,1076641.6,92.94248555819348,74.48,350.97,25.024114789941663,0.07427825925691882,71883.83,4109,1359,467915.3,30.2,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2800,62.2,801977.6,93.01412919789706,74.36,351.84,26.98104165152199,0.07099071611347138,73254.55,4109,1309,480288.8,29.1,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2850,63.3,934283.7,92.74579992231006,74.24,349.48,25.293153757450963,0.07471323741823668,73944.86,4109,1259,447218.0,28.0,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2900,64.4,1095253.0,92.76546927861776,74.12,350.86,26.85242186620962,0.0737093829565969,75418.72,4109,1209,368998.2,26.9,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),2950,65.6,1038792.5,92.25913882144033,74.0,350.05,27.363321145398285,0.07701294917083036,76417.82,4109,1159,482416.9,25.8,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),3000,66.7,984934.7,92.27087194561989,73.88,349.18,26.058719559267896,0.07694102726521618,77393.53,4109,1109,364491.4,24.6,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),3050,67.8,1006008.4,92.03034229583217,73.76,350.36,24.396701876250496,0.07601941386698463,78819.87,4109,1059,429096.7,23.5,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),3100,68.9,908054.1,91.96688180160619,73.64,349.36,24.167539295400122,0.07526931874806153,79752.8,4109,1009,350486.6,22.4,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),3150,70.0,1048383.1,91.92491504399419,73.52,349.96,26.018407152245512,0.07505086256848752,81044.86,4109,959,268868.4,21.3,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),3200,71.1,1337843.1,91.72196990688659,73.4,348.13,27.889883181420434,0.0783758207875794,81764.05,4109,909,322806.5,20.2,0
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),3250,72.2,1151725.9,91.56451036558035,73.27,348.62,28.1777815193069,0.07942212065170957,83017.49,4109,859,327169.3,19.1,1
BAT-0002,BYD Blade EV,LFP,Slow (AC),Temperate,Shallow (20-80%),3300,73.3,1241470.5,91.42398609555903,73.15,348.14,24.680814167353997,0.0765080335348586,84037.34,4109,809,322161.4,18.0,1
